# 결정 칸에 셋 중 하나를 적으세요 — 후보는 참고일 뿐 고를 필요 없습니다
#   재료명   우리 사전(525종)에 있는 이름. 예) 매실액 → 매실청
#   X        재료가 아님 (도구·용기·소모품)
#   NEW      사전에 없는 새 재료. 예) 물 · 밥 · 육수
# 양념/식재료 같은 분류는 적지 않습니다 — 역할은 P4 가 자동 판정합니다
# 쓸 수 있는 이름 목록:  bench/out/dictionary.tsv
순위	빈도	누적%	표현	결정	후보1	후보2	후보3	비고
613	17	53.6	조선호박		호박씨	박력분	차돌박이	
614	17	53.6	깻잎 2묶음		깻잎	닭볶음탕용닭	얼음	
615	17	53.7	탈지분유		문어	연유	전분	
616	17	53.7	두부 1모		두부	순두부	연두부	
617	17	53.7	채썬 양파		양파가루	양지	양배추	
618	17	53.7	염장미역줄기		미역	건미역	쌈장	
619	17	53.7	생강술 맛술		생강	생강즙	다진생강	
620	17	53.7	판어묵		민어	연어	문어	
621	17	53.8	소금 데칠때		소금	맛소금	꽃소금	
622	17	53.8	매실 진액		매실	매실청	파인애플	
623	17	53.8	명엽채		명태	병어	명란젓	
624	17	53.8	비정제 설탕		청주	정어리	콩비지	
625	17	53.8	허니머스타드소스		머스타드	홀그레인머스타드	파스타면	
626	17	53.9	볶음깨		닭볶음탕용닭	떡볶이떡	참깨	
627	17	53.9	육수다시팩		멸치다시팩	사골육수	멸치육수	
628	17	53.9	홍합살		홍합	오겹살	삼겹살	
629	16	53.9	캐첩		재첩	케첩		
630	16	53.9	파스타접시		파스타면	파슬리	머스타드	
631	16	54.0	대파 다진 것		다진파	대파	다진마늘	
632	16	54.0	홍고추 생략가능		홍고추	청양고추	풋고추	
633	16	54.0	수저		옥수수전분	새우젓		
634	16	54.0	후랑크소시지		모시조개	폰즈소스	타르타르소스	
635	16	54.0	허브맛솔트		맛소금	맛살	맛술	
636	16	54.1	대파 1뼘		대파			
637	16	54.1	감자전분가루		감자전분	전분	고구마전분	
638	16	54.1	플레인 요구르트		플레인요거트	파인애플	파인애플캔	
639	16	54.1	크레미		레몬	메밀	오크라	
640	16	54.1	후리가케		원추리	꽈리고추	오리고기	
641	16	54.1	돈가스		닭가슴살	돈까스소스	레몬그라스	
642	16	54.2	대파 썰어서		대파	얼음	표고버섯	
643	16	54.2	닭안심살		닭안심	소안심	돼지안심	
644	16	54.2	요구르트		두릅	이스트	타르타르소스	
645	16	54.2	조각다시마		다시다	양조간장	소고기다시다	
646	16	54.2	소고기 불고깃감		불고기용소고기	소고기	소고기다시다	
647	16	54.3	마시멜로우		다시마	다시다	셀러리	
648	16	54.3	양파 다진것		양파	다진파	적양파	
649	16	54.3	참기름 2바퀴		참기름	들기름	고추기름	
650	16	54.3	발사믹소스		발사믹식초	스위트칠리소스	족발	
651	16	54.3	밀가루풀		밀가루	메밀가루	통밀가루	
652	16	54.3	된장 듬뿍		된장	미소된장	간장	
653	16	54.4	다시마 10* 10		다시마	다시다	소고기다시다	
654	16	54.4	식용색소		식용유	그릭요거트	불고기용소고기	
655	16	54.4	물녹말		물	녹두	물엿	
656	16	54.4	우렁이		우럭	냉이	청어	
657	15	54.4	간 깨		간장	검은깨	진간장	
658	15	54.5	스팸 200g		스팸	스파게티면	아스파라거스	
659	15	54.5	컵					
660	15	54.5	동전육수		사골육수	멸치육수	옥수수전분	
661	15	54.5	떡볶이		떡볶이떡	닭볶음탕용닭	가래떡	
662	15	54.5	슬라이스 체다치즈		슬라이스치즈	슬라이스햄	고다치즈	
663	15	54.5	매실즙		매실	매실청	실파	
664	15	54.6	꽁치캔		꽁치	참치캔	치커리	
665	15	54.6	돼지고기삼겹살		돼지고기	돼지고기다짐육	수육용돼지고기	
666	15	54.6	핫케이크 가루		케일	케이퍼	베이컨	
667	15	54.6	샤인머스켓		홀그레인머스타드	머스타드	로메인	
668	15	54.6	다지기		다진파	가지	돼지고기다짐육	
669	15	54.6	자른 다시마		다시다	소고기다시다	멸치다시팩	
670	15	54.7	쌀조청		쌀	청어	청주	
671	15	54.7	시나몬 가루		아몬드	메밀가루	고춧가루	
672	15	54.7	통조림옥수수		옥수수콘	옥수수가루	옥수수전분	
673	15	54.7	콩나물 300g		콩나물	취나물	강낭콩	
674	15	54.7	오만둥이		만두	물만두	왕만두	
675	15	54.7	드라이 이스트		슬라이스햄	라이스페이퍼	슬라이스치즈	
676	15	54.8	떡사리		적상추	미나리	목살	
677	15	54.8	청오이		청어	오이지	오이고추	
678	15	54.8	소금 기호에 맞게 가감		소금	맛소금	꽃소금	
679	15	54.8	마른김		파김치	갓김치	백김치	
680	15	54.8	다진쇠고기		다진생강	다진파	소고기다짐육	
681	15	54.9	카스테라		파스타면	이스트	랍스터	
682	15	54.9	달래 1묶음		달래	닭볶음탕용닭	달걀	
683	15	54.9	건새우가루		건새우	새우	새우젓	
684	15	54.9	얼음물		얼음	물엿	시리얼	
685	15	54.9	묵은지김치		조미김	크림치즈	김	
686	15	54.9	짜파게티		스파게티면	바게트	파김치	
687	15	55.0	다진마늘 크게		다진마늘	마늘	다진파	
688	15	55.0	열무김치국물		열무김치	배추김치	열무	
689	15	55.0	잣가루		고춧가루	고운고춧가루	메밀가루	
690	15	55.0	새우젓 국물		새우젓	국물용멸치	새우	
691	14	55.0	도토리가루		도토리묵	오리고기	메밀가루	
692	14	55.0	알육수		사골육수	멸치육수	죽순	
693	14	55.1	스텐믹싱볼		발사믹식초	현미	이스트	
694	14	55.1	물 200ml		물	물엿	찬물	
695	14	55.1	각종채소		채수	꽁치	낙지	
696	14	55.1	튀김팬		튀김가루	김	조미김	
697	14	55.1	양배추잎		양배추	적양배추	방울양배추	
698	14	55.1	호떡믹스		발사믹식초	흑미	가래떡	
699	14	55.2	자숙새우		새우젓	숙주	죽순	
700	14	55.2	참치캔 100g		참치캔	참치	삼치	
701	14	55.2	스팸 햄		스팸	햄버거번	스파게티면	
702	14	55.2	비닐백		백태	주키니	백합	
703	14	55.2	럼					
704	14	55.2	볶은통깨		닭볶음탕용닭	떡볶이떡	은행	
705	14	55.2	꼬지		오징어	오징어채	갑오징어	
706	14	55.3	다진 땅콩		다진파	강낭콩	다진마늘	
707	14	55.3	고춧가루 듬뿍		고춧가루	고운고춧가루	굵은고춧가루	
708	14	55.3	후랑크소세지		프랑크소시지	폰즈소스	타르타르소스	
709	14	55.3	올리고당 2바퀴		올리고당	올리브	올리브유	
710	14	55.3	빨간고추		팔각	쌀가루	고추장	
711	14	55.3	참치 통조림		참치	참치캔	삼치	
712	14	55.4	소고기샤브샤브		소고기	소고기다시다	소고기다짐육	
713	14	55.4	식물성오일		오이	코코넛오일	오이지	
714	14	55.4	청양고추 기호에맞게		청양고추	고추기름	홍고추	
715	14	55.4	닭볶음용		닭볶음탕용닭	닭봉	닭발	
716	14	55.4	냉장고속야채		망고	붕장어	고수	
717	14	55.4	콩나물 크게		콩나물	취나물	강낭콩	
718	14	55.5	다진고기		다진파	소고기다짐육	다진마늘	
719	14	55.5	미니 새송이버섯		양송이버섯	백만송이버섯	팽이버섯	
720	14	55.5	김치통		파김치	갓김치	백김치	
721	14	55.5	물 1소주잔		소주	물	물엿	
722	14	55.5	김치 1국그릇		파김치	갓김치	백김치	
723	14	55.5	튀김유		튀김가루	김	소고기다짐육	
724	14	55.6	플레이팅볼		플레인요거트	콜리플라워	홀그레인머스타드	
725	14	55.6	슬라이스체다치즈		슬라이스치즈	슬라이스햄	고다치즈	
726	14	55.6	쥐똥고추		고추장	초고추장	고추기름	
727	14	55.6	썰은 대파		근대	얼음	은행	
728	14	55.6	아이스크림		크림치즈	슬라이스햄	라이스페이퍼	
729	14	55.6	돌미나리		까나리액젓	고사리	코다리	
730	14	55.7	면		라면사리	냉면사리	소면	
731	14	55.7	방풍나물		방어	물엿	물만두	
732	14	55.7	동그랑땡		레몬그라스	프랑크소시지	동태	
733	14	55.7	절임용 소금		불고기용소고기	국거리용소고기	부침용두부	
734	14	55.7	고등어통조림		고등어	소등심	보리	
735	14	55.7	소고기사태		소고기	소고기다시다	소고기다짐육	
736	14	55.7	멸치 다시 육수		멸치육수	멸치다시팩	멸치	
737	14	55.8	짜장라면		짜장면면	라면사리	파스타면	
738	14	55.8	단호박가루		단호박	늙은호박	애호박	
739	14	55.8	다시백		다시마	다시다	소고기다시다	
740	14	55.8	볶은 소금		닭볶음탕용닭	떡볶이떡	은행	
741	14	55.8	돼지고기 불고기감		돼지고기	돼지고기다짐육	수육용돼지고기	
742	14	55.8	소주 1/2병		소주	병어	병아리콩	
743	13	55.9	스테비아		또띠아	이스트	랍스터	
744	13	55.9	조리용집게		국거리용소고기	닭똥집	불고기용소고기	
745	13	55.9	전자저울		감자전분	고구마전분	타피오카전분	
746	13	55.9	감자 중간사이즈		감자	감자전분	쌈장	
747	13	55.9	미림맛술		미림	맛살	맛소금	
748	13	55.9	섬초					
749	13	56.0	마른 청양고추		홍고추	양고기	청어	
750	13	56.0	모짜렐라치즈 원하는		모짜렐라치즈	체다치즈	고다치즈	
751	13	56.0	닭가슴살 2덩어리		닭가슴살	정어리	청어	
752	13	56.0	동태포		동태	명태	황태	
753	13	56.0	스팸 작은것		스팸	굵은고춧가루	감자	
754	13	56.0	돼지고기 갈은것		돼지고기	돼지갈비	돼지고기다짐육	
755	13	56.0	참기름 1방울		참기름	방울토마토	방울양배추	
756	13	56.1	골뱅이캔		골뱅이	냉이	뱅어포	
757	13	56.1	레몬쥬스		레몬즙	레몬	레몬그라스	
758	13	56.1	물 1머그컵		물	물엿	찬물	
759	13	56.1	대파초록부분		대파	중력분	강력분	
760	13	56.1	멀티팬		설탕	흑설탕	황설탕	
761	13	56.1	설탕 1/		설탕	흑설탕	황설탕	
762	13	56.1	오레오쿠키		오렌지	오레가노	훈제오리	
763	13	56.2	건과일		건고추	케일	건새우	
764	13	56.2	홍고추 선택		홍고추	청양고추	풋고추	
765	13	56.2	김발		김	족발	닭발	
766	13	56.2	다크 초콜릿		브로콜리	콜리플라워	올리브	
767	13	56.2	빵칼		땅콩	식빵	빵가루	
768	13	56.2	두부 찌개용		찌개용두부	두부	부침용두부	
769	13	56.3	찐감자		감자전분	쌈장	진간장	
770	13	56.3	다시마 육수용		다시마	사골육수	멸치육수	
771	13	56.3	나무젓가락		취나물	새우젓	콩나물	
772	13	56.3	오븐장갑		간장	된장	춘장	
773	13	56.3	굴비		굴	소갈비	굴소스	
774	13	56.3	올리고당설탕		올리고당	올리브	올리브유	
775	13	56.3	후리카케		파프리카	파프리카가루	피칸	
776	13	56.4	해바라기씨유		해바라기씨	포도씨유	아스파라거스	
777	13	56.4	볶음소금		닭볶음탕용닭	떡볶이떡	소고기	
778	13	56.4	대파 or쪽파		대파	쪽파		
779	13	56.4	송송 썬 청양고추		홍고추	양고기	양송이버섯	
780	13	56.4	밴댕이		냉이	매생이	전갱이	
781	13	56.4	대파 다진것		다진파	대파	다진마늘	
782	13	56.4	밀가루 중력분		밀가루	강력분	메밀가루	
783	13	56.5	비빔면		소면	가리비	중면	
784	13	56.5	시판 된장		간장	춘장	두반장	
785	13	56.5	메이플 시럽		케이퍼	로메인	콜리플라워	
786	13	56.5	연어통조림		연어	연어캔	연유	
787	13	56.5	미니절구		살구	미나리	주키니	
788	13	56.5	크림소스		생크림	크림치즈	사워크림	
789	13	56.5	일회용장갑		빵가루	붕장어	케일	
790	13	56.6	감자中		감자	쌈장	감자전분	
791	13	56.6	고춧기름		고춧가루	풋고추	고운고춧가루	
792	13	56.6	돼지고기 뒷다리살		돼지고기	돼지고기다짐육	앞다리살	
793	13	56.6	당근 작은것		당근	달걀노른자	굵은고춧가루	
794	13	56.6	소고기 샤브샤브용		소고기	불고기용소고기	국거리용소고기	
795	13	56.6	B.P					
796	13	56.7	깻잎 3묶음		깻잎	닭볶음탕용닭	얼음	
797	12	56.7	토마토파스타소스		토마토페이스트	토마토	파스타면	
798	12	56.7	위생랩		생수	생강	매생이	
799	12	56.7	나무스푼		취나물	콩나물	스팸	
800	12	56.7	위생비닐		생수	생강	주키니	
801	12	56.7	국거리소고기		소고기다시다	소고기다짐육	닭고기	
802	12	56.7	국간장조선간장		두반장	쑥갓	된장	
803	12	56.8	푸실리		칠리소스	실파	매실	
804	12	56.8	스프볼		스팸	스파게티면	아스파라거스	
805	12	56.8	바닐라설탕		바나나	루꼴라	살라미	
806	12	56.8	청양 고춧가루		청양고추	홍고추	풋고추	
807	12	56.8	통조림 햄		보리	미림	소꼬리	
808	12	56.8	무 중간크기		생강	청각	중면	
809	12	56.8	다진 호두		다진파	다진마늘	다진생강	
810	12	56.8	레몬제스트		레몬즙	레몬	레몬그라스	
811	12	56.9	찐 고구마		고구마순	고구마전분	소고기	
812	12	56.9	양파小		양파	적양파	양파가루	
813	12	56.9	옥수수 통조림		옥수수	옥수수콘	옥수수가루	
814	12	56.9	쥬키니 호박		호박씨	주키니	박력분	
815	12	56.9	피넛버터		넛맥	코코넛	캐슈넛	
816	12	56.9	파 잘게 썬		살구	딸기	달걀	
817	12	56.9	베이킹파우다		베이킹파우더	베이킹소다	베이컨	
818	12	57.0	땅콩잼		땅콩	강낭콩	콩비지	
819	12	57.0	분당		분유	당근	전분	
820	12	57.0	흑후추가루		백후추	후추	통후추	
821	12	57.0	후추 10바퀴		후추	통후추	백후추	
822	12	57.0	식은밥		식용유	식초	은행	
823	12	57.0	썬 파		건포도	건표고버섯	다진파	
824	12	57.0	통조림 옥수수		옥수수콘	옥수수가루	옥수수전분	
825	12	57.1	어린잎 채소		정어리	채수	민어	
826	12	57.1	된장 크게		된장	미소된장	간장	
827	12	57.1	표고소금		표고버섯	건표고버섯	고수	
828	12	57.1	소고기 사태		소고기	소고기다시다	소고기다짐육	
829	12	57.1	작은양파		양파가루	양지	은행	
830	12	57.1	구운 김		고운고춧가루	파김치	갓김치	
831	12	57.1	실온버터		실파	매실	온수	
832	12	57.2	떡갈비		떡국떡	갈치	쑥갓	
833	12	57.2	발사믹크림		발사믹식초	크림치즈	미림	
834	12	57.2	제티		스파게티면			
835	12	57.2	인절미		로메인	명란젓	창난젓	
836	12	57.2	종지		닭똥집	양지	마늘종	
837	12	57.2	우동		우동면	동태	우둔살	
838	12	57.2	샐러드 채소		채수	셀러리	부채살	
839	12	57.2	소고기불고기용		불고기용소고기	소고기	국거리용소고기	
840	12	57.3	다시마 5cm		다시마	다시다	소고기다시다	
841	12	57.3	돼지고기뒷다리살		돼지고기	돼지고기다짐육	앞다리살	
842	12	57.3	감자 작은크기		감자	감자전분	쌈장	
843	12	57.3	그라나파다노치즈		레몬그라스	바나나	오크라	
844	12	57.3	오렌지주스		오렌지	오레가노	오리고기	
845	12	57.3	다시마 5* 5		다시마	다시다	소고기다시다	
846	12	57.3	조개		조기	양조간장	키조개	
847	12	57.4	나무주걱		취나물	콩나물	단무지	
848	12	57.4	김치 잘게 썬		파김치	갓김치	백김치	
849	12	57.4	당근 생략가능		당근	다진생강	근대	
850	12	57.4	파 다진것		다진파	다진마늘	다진생강	
851	12	57.4	땅콩소스		땅콩	강낭콩	프랑크소시지	
852	12	57.4	콘 옥수수		옥수수콘	옥수수가루	옥수수전분	
853	12	57.4	고구마 중간크기		고구마	고구마전분	고구마순	
854	12	57.5	자투리채소		채수	원추리	부채살	
855	12	57.5	들기름 or참기름		들기름	고추기름	딸기	
856	12	57.5	짤주머니					
857	12	57.5	볶음 소금		닭볶음탕용닭	떡볶이떡	소고기	
858	12	57.5	중화면		중면	소면	당면	
859	12	57.5	혼다시		다시마	다시다	소고기다시다	
860	12	57.5	깍두기 국물		깍두기	국물용멸치	녹두	
861	12	57.6	각종야채		낙지	청각	팔각	
862	12	57.6	에스프레소		스팸	곤드레	파프리카	
863	12	57.6	양념간장		두반장	된장	춘장	
864	12	57.6	월계수잎 생략가능		월계수잎	마늘	생수	
865	12	57.6	볶음용 멸치		닭볶음탕용닭	멸치육수	멸치액젓	
866	12	57.6	가스오부시		가쓰오부시	닭가슴살	파슬리	
867	12	57.6	단배추		배추김치	적양배추	대추	
868	12	57.6	계란지단		명란젓	토란	간장	
869	11	57.7	소불고기감		불고기용소고기	소고기	닭고기	
870	11	57.7	통깨 솔		통닭	통후추	통밀가루	
871	11	57.7	새우젖		새우젓	새우	건새우	
872	11	57.7	차가운물		순무	아욱	물엿	
873	11	57.7	두부 부침용		부침용두부	부침가루	두부	
874	11	57.7	호밀빵		도미	메밀	식빵	
875	11	57.7	설탕A		설탕	흑설탕	황설탕	
876	11	57.8	밥공기		홍고추	총각김치		
877	11	57.8	계란후라이		라임	슬라이스햄	라이스페이퍼	
878	11	57.8	블루베리잼		블루베리	라즈베리	크랜베리	
879	11	57.8	아기간장		두반장	된장	춘장	
880	11	57.8	스팸 작은 사이즈		스팸	헤이즐넛	굵은소금	
881	11	57.8	대패삼겹		우삼겹	삼겹살	대파	
882	11	57.8	후랑크 소세지		프랑크소시지	폰즈소스	타르타르소스	
883	11	57.8	​간장		두반장	된장	춘장	
884	11	57.9	대파 뿌리		대파	원추리	메추리알	
885	11	57.9	익은 배추김치		열무김치	파김치	갓김치	
886	11	57.9	표고버섯 가루		표고버섯	건표고버섯	고춧가루	
887	11	57.9	쫄면사리		메밀면	소면	미나리	
888	11	57.9	아몬드분말		아몬드	곤드레	군만두	
889	11	57.9	빨간색 파프리카		파프리카가루	팔각	쌀가루	
890	11	57.9	다이제		라임	타임	오이지	
891	11	57.9	쑥가루		쑥갓	메밀가루	국간장	
892	11	58.0	팥배기		팥	시래기	갈매기살	
893	11	58.0	두부 150g		두부	순두부	연두부	
894	11	58.0	각얼음		사각어묵	북어	청각	
895	11	58.0	달걀후라이		달걀	달걀흰자	달걀노른자	
896	11	58.0	박력 쌀가루		박력분	밀가루	메밀가루	
897	11	58.0	시판 토마토소스		토마토	토마토홀	방울토마토	
898	11	58.0	송송 썬 김치		크림치즈	양송이버섯	김	
899	11	58.0	마일드스팸		라이스페이퍼	케일	라임	
900	11	58.1	두부 작은거		두부	순두부	연두부	
901	11	58.1	다진호두		다진파	다진마늘	다진생강	
902	11	58.1	납작 오뎅		백오이	차돌박이	사각어묵	
903	11	58.1	일반 고춧가루		풋고추	건고추	홍고추	
904	11	58.1	양푼		양파	적양파	양파가루	
905	11	58.1	허브					
906	11	58.1	찬버터		찬물	버터	무염버터	
907	11	58.1	참기름 선택		참기름	들기름	고추기름	
908	11	58.2	너겟					
909	11	58.2	단감		감자	만가닥버섯	단무지	
910	11	58.2	후추 4번		후추	통후추	백후추	
911	11	58.2	양파 小		양파	적양파	양파가루	
912	11	58.2	매실 액		매실	매실청	실파	
913	11	58.2	골뱅이 통조림		골뱅이	냉이	뱅어포	
914	11	58.2	매실 액기스		매실	매실청	백김치	
915	11	58.2	자숙문어		국물용멸치	숙주	민어	
916	11	58.3	생강 마늘크기		생강	생강즙	마늘	
917	11	58.3	강력쌀가루		강력분	밀가루	메밀가루	
918	11	58.3	갈은 돼지고기		돼지고기다짐육	돼지갈비	오리고기	
919	11	58.3	골드키위		골뱅이	사골육수	키위	
920	11	58.3	마른 표고버섯		팽이버섯	목이버섯	송이버섯	
921	11	58.3	익은배추김치		열무김치	파김치	갓김치	
922	11	58.3	우렁		우럭			
923	11	58.3	전기밥솥		전갱이	전분	전복	
924	11	58.4	후추 1번		후추	통후추	백후추	
925	11	58.4	베이크드빈		베이컨	베이킹소다	베이킹파우더	
926	11	58.4	월남고추		고추장	초고추장	고추기름	
927	11	58.4	휘핑기		휘핑크림			
928	11	58.4	네모어묵		레몬	청포묵	메밀묵	
929	11	58.4	다시육수 팩		멸치육수	사골육수	멸치다시팩	
930	11	58.4	다시마 5*5cm		다시마	다시다	소고기다시다	
931	11	58.4	마늘 슬라이스		슬라이스햄	슬라이스치즈	마늘	
932	11	58.5	불고기감		불고기용소고기	소고기	닭고기	
933	11	58.5	해물육수		사골육수	멸치육수	물엿	
934	11	58.5	깐 도라지		토란대	가지	소라	
935	11	58.5	유채나물		물엿	물만두	국물용멸치	
936	11	58.5	양파 작은 거		양파	적양파	양파가루	
937	11	58.5	왕새우		새우젓	왕만두	황설탕	
938	11	58.5	국시장국		청국장	기장	국간장	
939	11	58.5	황기		강황가루	황태	황태채	
940	11	58.6	엿기름		물엿	갓김치	참기름	
941	10	58.6	콩나물 200g		콩나물	취나물	강낭콩	
942	10	58.6	비닐팩		실파	주키니	멸치다시팩	
943	10	58.6	물 1+		물	물엿	찬물	
944	10	58.6	납작 어묵		북어	북어채	청포묵	
945	10	58.6	순두부 350g		순두부	연두부	두부	
946	10	58.6	참치 작은캔		참치캔	참치	삼치	
947	10	58.6	묵은지 김치		조미김	크림치즈	김	
948	10	58.7	설탕B		설탕	흑설탕	황설탕	
949	10	58.7	에그팬		스팸			
950	10	58.7	닭다리살 정육		닭다리살	닭다리	앞다리살	
951	10	58.7	토치					
952	10	58.7	머스타드 소스		머스타드	홀그레인머스타드	파스타면	
953	10	58.7	생면		중면	당면	냉면사리	
954	10	58.7	참치캔 작은거		참치캔	참치	삼치	
955	10	58.7	소고기 부채살		소고기	소고기다시다	소고기다짐육	
956	10	58.7	통들깨		들깨가루	통닭	통후추	
957	10	58.8	닭가슴살 1덩어리		닭가슴살	정어리	청어	
958	10	58.8	레몬식초		레몬	레몬즙	레몬그라스	
959	10	58.8	치아바타		치아씨드	날치알	또띠아	
960	10	58.8	모차렐라 치즈		젤라틴	루꼴라	셀러리	
961	10	58.8	통아몬드		곤드레	레몬	자몽	
962	10	58.8	홍 파프리카		파프리카가루	양파	피칸	
963	10	58.8	멸치 다시육수		멸치육수	멸치다시팩	멸치	
964	10	58.8	찬 밥		찬물			
965	10	58.8	감식초		감자	식빵	식용유	
966	10	58.9	파슬리 생략가능		파슬리	파스타면	칠리소스	
967	10	58.9	청양고추 취향껏		청양고추	홍고추	양고기	
968	10	58.9	통깨 소량		소라	통닭	통후추	
969	10	58.9	녹인 무염버터		가염버터	목이버섯	홀그레인머스타드	
970	10	58.9	홀그레인 머스터드		홀그레인머스타드	머스타드	플레인요거트	
971	10	58.9	만개한알		만가닥버섯	대하	한치	
972	10	58.9	다진 풋고추		다진파	고춧가루	다진마늘	
973	10	58.9	다시마 10x10cm		다시마	다시다	소고기다시다	
974	10	59.0	로메인상추		로메인	플레인요거트	케일	
975	10	59.0	치킨텐더		치킨스톡	민트	치커리	
976	10	59.0	배음료		얼음	닭볶음탕용닭		
977	10	59.0	양파 작은크기		양파	적양파	양파가루	
978	10	59.0	김치 1그릇		파김치	갓김치	백김치	
979	10	59.0	고형 카레		카레가루	마카로니	모짜렐라치즈	
980	10	59.0	우리밀중력분		강력분	박력분	메밀	
981	10	59.0	곤이		곤드레	천일염		
982	10	59.0	바닐라익스트랙 2~3방울		방울토마토	방울양배추	대추방울토마토	
983	10	59.1	흰 대파		근대	토란대	달걀흰자	
984	10	59.1	국수소면		칼국수면	쌀국수면	죽순	
985	10	59.1	발사믹글레이즈		발사믹식초	플레인요거트	헤이즐넛	
986	10	59.1	볶음김치		닭볶음탕용닭	크림치즈	떡볶이떡	
987	10	59.1	양파 100g		양파	적양파	양파가루	
988	10	59.1	감자小		감자	쌈장	감자전분	
989	10	59.1	파마산 치즈 가루		파마산치즈	한치	체다치즈	
990	10	59.1	후추 5번		후추	통후추	백후추	
991	10	59.1	바닐라 익스트렉		슬라이스햄	슬라이스치즈	라임	
992	10	59.2	갈은 양파		양파가루	얼갈이배추	양지	
993	10	59.2	소면 500원 동전크기		소면	우동면	동태	
994	10	59.2	원형볼		미원	원추리		
995	10	59.2	김밥용 햄		김	조미김	파김치	
996	10	59.2	달걀지단		달걀	달걀흰자	달걀노른자	
997	10	59.2	노랑		소라	토란	도라지	
998	10	59.2	구운 계란		고운고춧가루	토란	토란대	
999	10	59.2	햄버거빵		햄버거번	햄	식빵	
1000	10	59.3	작은 양파		양파가루	양지	은행	
1001	10	59.3	참치진국		참치	참치캔	삼치	
1002	10	59.3	참기름 or들기름		참기름	고추기름	딸기	
1003	10	59.3	요리유		시리얼	포도씨유	메추리알	
1004	10	59.3	닭볶음용 닭		닭볶음탕용닭	닭봉	부침용두부	
1005	10	59.3	팔		팔각			
1006	10	59.3	돼지고기사태		돼지고기	돼지고기다짐육	수육용돼지고기	
1007	10	59.3	샐러드		셀러리			
1008	10	59.3	양파中		양파	적양파	양파가루	
1009	10	59.4	집 된장		간장	춘장	두반장	
1010	10	59.4	무청		청어	조청	청주	
1011	10	59.4	국거리 소고기		소고기다시다	소고기다짐육	닭고기	
1012	10	59.4	소주 1잔		소주	잔멸치		
1013	10	59.4	홍시		홍합	홍고추	소등심	
1014	10	59.4	백년초가루		노가리	메밀가루	고춧가루	
1015	10	59.4	무 작은거		굵은고춧가루	은행	단무지	
1016	10	59.4	배추우거지		배추	알배추	양배추	
1017	10	59.4	파인애플통조림		파인애플	파인애플캔	플레인요거트	
1018	10	59.5	굵은소금천일염		굵은소금	소금	굵은고춧가루	
1019	10	59.5	멥쌀가루		밀가루	메밀가루	마늘가루	
1020	10	59.5	비지		소시지	오이지	비엔나소시지	
1021	10	59.5	김밥용 단무지		찬물	닭볶음탕용닭	찌개용두부	
1022	10	59.5	버섯가루		표고버섯	고춧가루	팽이버섯	
1023	10	59.5	돼지껍데기		번데기	돼지고기	돼지갈비	
1024	9	59.5	캐찹		대창	찹쌀	찹쌀떡	
1025	9	59.5	사각접시		사각어묵	사과	낙지	
1026	9	59.5	슬라이스 마늘		슬라이스햄	슬라이스치즈	라이스페이퍼	
1027	9	59.6	멸치다시마물		멸치다시팩	다시마	멸치	
1028	9	59.6	유리용기		국거리용소고기	불고기용소고기	시리얼	
1029	9	59.6	팽이버섯 1묶음		팽이버섯	송이버섯	능이버섯	
1030	9	59.6	시판토마토소스		토마토	토마토홀	방울토마토	
1031	9	59.6	고운 들깨가루		고운고춧가루	들깨	밀가루	
1032	9	59.6	토마토 스파게티 소스		스파게티면	토마토	토마토홀	
1033	9	59.6	채 썬 당근		근대	망고	연근	
1034	9	59.6	김밥햄		김	조미김	파김치	
1035	9	59.6	흰쌀밥		쌀	찹쌀	알배추	
1036	9	59.7	채썬 무		찬물	단무지	건미역	
1037	9	59.7	대파 다진거		다진파	대파	다진마늘	
1038	9	59.7	소고기 홍두깨살		소고기	소고기다시다	소고기다짐육	
1039	9	59.7	고구마 큰거		고구마	고구마순	고구마전분	
1040	9	59.7	요리용젓가락		국거리용소고기	고춧가루	까나리액젓	
1041	9	59.7	양파 작은사이즈		양파	적양파	양파가루	
1042	9	59.7	설탕 B		설탕	흑설탕	황설탕	
1043	9	59.7	분홍소시지		모시조개	분유	전분	
1044	9	59.7	마스카포네 치즈		마스카포네	타바스코	파슬리	
1045	9	59.7	호두분태		호두	두부	순두부	
1046	9	59.8	참기름 2방울		참기름	방울토마토	방울양배추	
1047	9	59.8	식은 밥		식용유	식초	은행	
1048	9	59.8	고구마중		고구마	고구마전분	고구마순	
1049	9	59.8	실온 계란		토란	실파	매실	
1050	9	59.8	큰무		끓는물	찬물	단무지	
1051	9	59.8	작은 무		끓는물	은행	찬물	
1052	9	59.8	쇠고기다시다		소고기다짐육	돼지고기다짐육	멸치다시팩	
1053	9	59.8	머스터드 소스		머스타드	랍스터	홀그레인머스타드	
1054	9	59.8	전기포트		전갱이	전분	전복	
1055	9	59.8	초코시럽		초콜릿	시래기	소시지	
1056	9	59.9	밧드		핫도그빵			
1057	9	59.9	양상치		상추	적상추	양송이버섯	
1058	9	59.9	굵은 고추가루		굵은고춧가루	고춧가루	고운고춧가루	
1059	9	59.9	배추김치 1/4등분		배추김치	열무김치	파김치	
1060	9	59.9	슈레드치즈		레드와인	헤이즐넛	스위트칠리소스	
1061	9	59.9	양파 생략가능		양파	적양파	양파가루	
1062	9	59.9	가츠오부시		가쓰오부시			
