name,category_path,is_staple,is_seasoning,allergen_group,note
키위,agri.fruit.tropical,false,false,,
코코넛,agri.fruit.tropical,false,false,,
석류,agri.fruit.tropical,false,false,,
무화과,agri.fruit.tropical,false,false,,
쌀,agri.grain.rice,true,false,,
찹쌀,agri.grain.rice,false,false,,멥쌀과 다른 재료
현미,agri.grain.rice,false,false,,
흑미,agri.grain.rice,false,false,,
발아현미,agri.grain.rice,false,false,,
밀가루,agri.grain.wheat,true,false,gluten,
중력분,agri.grain.wheat,false,false,gluten,
강력분,agri.grain.wheat,false,false,gluten,
박력분,agri.grain.wheat,false,false,gluten,
부침가루,agri.grain.wheat,false,false,gluten,밀가루와 다른 배합
튀김가루,agri.grain.wheat,false,false,gluten,
빵가루,agri.grain.wheat,false,false,gluten,
통밀가루,agri.grain.wheat,false,false,gluten,
보리,agri.grain.miscgrain,false,false,gluten,
귀리,agri.grain.miscgrain,false,false,,
오트밀,agri.grain.miscgrain,false,false,,
수수,agri.grain.miscgrain,false,false,,
조,agri.grain.miscgrain,false,false,,
기장,agri.grain.miscgrain,false,false,,
퀴노아,agri.grain.miscgrain,false,false,,
메밀,agri.grain.miscgrain,false,false,buckwheat,
메밀가루,agri.grain.miscgrain,false,false,buckwheat,
옥수수가루,agri.grain.miscgrain,false,false,,
전분,agri.grain.starch,true,false,,녹말가루 통칭
감자전분,agri.grain.starch,false,false,,
옥수수전분,agri.grain.starch,false,false,,
고구마전분,agri.grain.starch,false,false,,
타피오카전분,agri.grain.starch,false,false,,
찹쌀가루,agri.grain.starch,false,false,,쌀가루와 다른 재료
쌀가루,agri.grain.starch,false,false,,
대두,agri.legume,false,false,soy,
백태,agri.legume,false,false,soy,
검은콩,agri.legume,false,false,soy,
서리태,agri.legume,false,false,soy,
완두콩,agri.legume,false,false,,
병아리콩,agri.legume,false,false,,
렌틸콩,agri.legume,false,false,,
강낭콩,agri.legume,false,false,,
팥,agri.legume,false,false,,
녹두,agri.legume,false,false,,
땅콩,agri.nutseed.nuts,false,false,nut,
아몬드,agri.nutseed.nuts,false,false,nut,
호두,agri.nutseed.nuts,false,false,nut,
잣,agri.nutseed.nuts,false,false,nut,
캐슈넛,agri.nutseed.nuts,false,false,nut,
피스타치오,agri.nutseed.nuts,false,false,nut,
마카다미아,agri.nutseed.nuts,false,false,nut,
헤이즐넛,agri.nutseed.nuts,false,false,nut,
밤,agri.nutseed.nuts,false,false,nut,
은행,agri.nutseed.nuts,false,false,nut,
피칸,agri.nutseed.nuts,false,false,nut,
참깨,agri.nutseed.seeds,true,false,sesame,
검은깨,agri.nutseed.seeds,false,false,sesame,
들깨,agri.nutseed.seeds,false,false,sesame,
들깨가루,agri.nutseed.seeds,false,false,sesame,
해바라기씨,agri.nutseed.seeds,false,false,,
호박씨,agri.nutseed.seeds,false,false,,
치아씨드,agri.nutseed.seeds,false,false,,
소고기,meat.beef,false,false,,부위 미상 통칭
소등심,meat.beef,false,false,,
소안심,meat.beef,false,false,,
채끝등심,meat.beef,false,false,,
소갈비,meat.beef,false,false,,
양지,meat.beef,false,false,,
사태,meat.beef,false,false,,
우둔살,meat.beef,false,false,,
차돌박이,meat.beef,false,false,,
소고기다짐육,meat.beef,false,false,,
불고기용소고기,meat.beef,false,false,,
국거리용소고기,meat.beef,false,false,,
우삼겹,meat.beef,false,false,,
부채살,meat.beef,false,false,,
소꼬리,meat.beef,false,false,,
곱창,meat.beef,false,false,,
대창,meat.beef,false,false,,
돼지고기,meat.pork,false,false,,부위 미상 통칭
삼겹살,meat.pork,false,false,,
오겹살,meat.pork,false,false,,
목살,meat.pork,false,false,,
앞다리살,meat.pork,false,false,,
뒷다리살,meat.pork,false,false,,
돼지등심,meat.pork,false,false,,
돼지안심,meat.pork,false,false,,
돼지갈비,meat.pork,false,false,,
등갈비,meat.pork,false,false,,
항정살,meat.pork,false,false,,
가브리살,meat.pork,false,false,,
갈매기살,meat.pork,false,false,,
돼지고기다짐육,meat.pork,false,false,,
수육용돼지고기,meat.pork,false,false,,
족발,meat.pork,false,false,,
닭고기,meat.chicken,false,false,,부위 미상 통칭
닭가슴살,meat.chicken,false,false,,
닭안심,meat.chicken,false,false,,닭가슴살과 다른 부위
닭다리살,meat.chicken,false,false,,
닭다리,meat.chicken,false,false,,
닭날개,meat.chicken,false,false,,
닭봉,meat.chicken,false,false,,
통닭,meat.chicken,false,false,,
닭볶음탕용닭,meat.chicken,false,false,,
닭발,meat.chicken,false,false,,
닭똥집,meat.chicken,false,false,,
오리고기,meat.othmeat,false,false,,
훈제오리,meat.othmeat,false,false,,
양고기,meat.othmeat,false,false,,
달걀,meat.egg,false,false,egg,계란찜·계란말이의 주재료라 staple 제외
메추리알,meat.egg,false,false,egg,
달걀노른자,meat.egg,false,false,egg,
달걀흰자,meat.egg,false,false,egg,
대구,seafood.fish.whitefish,false,false,fish,
명태,seafood.fish.whitefish,false,false,fish,생물. 동태와 상태 다름
동태,seafood.fish.whitefish,false,false,fish,냉동. 명태와 조리법 다름
코다리,seafood.fish.whitefish,false,false,fish,
황태,seafood.fish.whitefish,false,false,fish,
북어,seafood.fish.whitefish,false,false,fish,
광어,seafood.fish.whitefish,false,false,fish,
우럭,seafood.fish.whitefish,false,false,fish,
가자미,seafood.fish.whitefish,false,false,fish,
임연수어,seafood.fish.whitefish,false,false,fish,
병어,seafood.fish.whitefish,false,false,fish,
아귀,seafood.fish.whitefish,false,false,fish,
조기,seafood.fish.whitefish,false,false,fish,
갈치,seafood.fish.whitefish,false,false,fish,
민어,seafood.fish.whitefish,false,false,fish,
도미,seafood.fish.whitefish,false,false,fish,
고등어,seafood.fish.bluefish,false,false,fish,
삼치,seafood.fish.bluefish,false,false,fish,
꽁치,seafood.fish.bluefish,false,false,fish,
정어리,seafood.fish.bluefish,false,false,fish,
전갱이,seafood.fish.bluefish,false,false,fish,
참치,seafood.fish.bluefish,false,false,fish,생물. 참치캔과 별개
연어,seafood.fish.bluefish,false,false,fish,
방어,seafood.fish.bluefish,false,false,fish,
청어,seafood.fish.bluefish,false,false,fish,
장어,seafood.fish.bluefish,false,false,fish,
붕장어,seafood.fish.bluefish,false,false,fish,
멸치,seafood.fish.driedfish,false,false,fish,
잔멸치,seafood.fish.driedfish,false,false,fish,볶음용. 국물용과 크기 다름
국물용멸치,seafood.fish.driedfish,false,false,fish,
황태채,seafood.fish.driedfish,false,false,fish,
북어채,seafood.fish.driedfish,false,false,fish,
오징어채,seafood.fish.driedfish,false,false,mollusk,
쥐포,seafood.fish.driedfish,false,false,fish,
노가리,seafood.fish.driedfish,false,false,fish,
뱅어포,seafood.fish.driedfish,false,false,fish,
가쓰오부시,seafood.fish.driedfish,false,true,fish,일식 시그니처 재료
새우,seafood.crustacean,false,false,shellfish,
대하,seafood.crustacean,false,false,shellfish,
칵테일새우,seafood.crustacean,false,false,shellfish,
건새우,seafood.crustacean,false,false,shellfish,
꽃게,seafood.crustacean,false,false,shellfish,
대게,seafood.crustacean,false,false,shellfish,
랍스터,seafood.crustacean,false,false,shellfish,
게살,seafood.crustacean,false,false,shellfish,진짜 게살. 맛살과 별개
오징어,seafood.mollusk,false,false,mollusk,
낙지,seafood.mollusk,false,false,mollusk,
문어,seafood.mollusk,false,false,mollusk,
주꾸미,seafood.mollusk,false,false,mollusk,
한치,seafood.mollusk,false,false,mollusk,
갑오징어,seafood.mollusk,false,false,mollusk,
바지락,seafood.shellfish,false,false,shellfish,
모시조개,seafood.shellfish,false,false,shellfish,
홍합,seafood.shellfish,false,false,shellfish,
굴,seafood.shellfish,false,false,shellfish,
전복,seafood.shellfish,false,false,shellfish,
가리비,seafood.shellfish,false,false,shellfish,
소라,seafood.shellfish,false,false,shellfish,
백합,seafood.shellfish,false,false,shellfish,
키조개,seafood.shellfish,false,false,shellfish,
재첩,seafood.shellfish,false,false,shellfish,
김,seafood.seaweed,false,false,,
조미김,seafood.seaweed,false,false,,
미역,seafood.seaweed,false,false,,다시마와 다른 재료
건미역,seafood.seaweed,false,false,,
다시마,seafood.seaweed,false,false,,
파래,seafood.seaweed,false,false,,
매생이,seafood.seaweed,false,false,,
톳,seafood.seaweed,false,false,,
청각,seafood.seaweed,false,false,,
우유,dairy.milk,false,false,dairy,
저지방우유,dairy.milk,false,false,dairy,
생크림,dairy.milk,false,false,dairy,우유와 대체 불가
휘핑크림,dairy.milk,false,false,dairy,
버터,dairy.milk,false,false,dairy,한국 가정 보유율 낮아 staple 제외
무염버터,dairy.milk,false,false,dairy,
가염버터,dairy.milk,false,false,dairy,
연유,dairy.milk,false,false,dairy,
분유,dairy.milk,false,false,dairy,
모짜렐라치즈,dairy.cheese,false,false,dairy,
체다치즈,dairy.cheese,false,false,dairy,
파마산치즈,dairy.cheese,false,false,dairy,양식 시그니처 재료
크림치즈,dairy.cheese,false,false,dairy,
리코타치즈,dairy.cheese,false,false,dairy,
고다치즈,dairy.cheese,false,false,dairy,
브리치즈,dairy.cheese,false,false,dairy,
슬라이스치즈,dairy.cheese,false,false,dairy,
피자치즈,dairy.cheese,false,false,dairy,
마스카포네,dairy.cheese,false,false,dairy,
플레인요거트,dairy.fermented,false,false,dairy,
그릭요거트,dairy.fermented,false,false,dairy,
사워크림,dairy.fermented,false,false,dairy,
두부,processed.tofu,false,false,soy,
부침용두부,processed.tofu,false,false,soy,
찌개용두부,processed.tofu,false,false,soy,
순두부,processed.tofu,false,false,soy,
연두부,processed.tofu,false,false,soy,
유부,processed.tofu,false,false,soy,
도토리묵,processed.tofu,false,false,,
청포묵,processed.tofu,false,false,,
메밀묵,processed.tofu,false,false,buckwheat,
콩비지,processed.tofu,false,false,soy,
소면,processed.noodle,false,false,gluten,
중면,processed.noodle,false,false,gluten,
칼국수면,processed.noodle,false,false,gluten,
우동면,processed.noodle,false,false,gluten,
라면사리,processed.noodle,false,false,gluten,
당면,processed.noodle,false,false,,고구마전분 기반
파스타면,processed.noodle,false,false,gluten,양식 시그니처 재료
스파게티면,processed.noodle,false,false,gluten,
펜네,processed.noodle,false,false,gluten,
쌀국수면,processed.noodle,false,false,,
메밀면,processed.noodle,false,false,buckwheat,
냉면사리,processed.noodle,false,false,buckwheat,
짜장면면,processed.noodle,false,false,gluten,
마카로니,processed.noodle,false,false,gluten,
햄,processed.meatproc,false,false,,
슬라이스햄,processed.meatproc,false,false,,
소시지,processed.meatproc,false,false,,
비엔나소시지,processed.meatproc,false,false,,
베이컨,processed.meatproc,false,false,,
스팸,processed.meatproc,false,false,,
살라미,processed.meatproc,false,false,,
프랑크소시지,processed.meatproc,false,false,,
어묵,processed.seafoodproc,false,false,fish,
사각어묵,processed.seafoodproc,false,false,fish,
맛살,processed.seafoodproc,false,false,fish,진짜 게살과 별개
참치캔,processed.seafoodproc,false,false,fish,생참치와 별개
연어캔,processed.seafoodproc,false,false,fish,
날치알,processed.seafoodproc,false,false,fish,
새우젓,processed.jeotgal,false,true,shellfish,
멸치액젓,processed.jeotgal,false,true,fish,
까나리액젓,processed.jeotgal,false,true,fish,
명란젓,processed.jeotgal,false,false,fish,
오징어젓,processed.jeotgal,false,false,mollusk,
창난젓,processed.jeotgal,false,false,fish,
배추김치,processed.kimchi,false,false,shellfish,젓갈 포함 가능
총각김치,processed.kimchi,false,false,,
깍두기,processed.kimchi,false,false,,
열무김치,processed.kimchi,false,false,,
갓김치,processed.kimchi,false,false,,
백김치,processed.kimchi,false,false,,
파김치,processed.kimchi,false,false,,
오이지,processed.kimchi,false,false,,
단무지,processed.kimchi,false,false,,
피클,processed.kimchi,false,false,,
올리브,processed.kimchi,false,false,,
케이퍼,processed.kimchi,false,false,,
옥수수콘,processed.canned,false,false,,
토마토홀,processed.canned,false,false,,
토마토페이스트,processed.canned,false,false,,
코코넛밀크,processed.canned,false,false,,동남아 시그니처 재료
골뱅이,processed.canned,false,false,shellfish,
번데기,processed.canned,false,false,,
파인애플캔,processed.canned,false,false,,
떡국떡,processed.tteok,false,false,,
떡볶이떡,processed.tteok,false,false,,
가래떡,processed.tteok,false,false,,
찹쌀떡,processed.tteok,false,false,,
식빵,processed.bread,false,false,gluten,
바게트,processed.bread,false,false,gluten,
모닝빵,processed.bread,false,false,gluten,
또띠아,processed.bread,false,false,gluten,
난,processed.bread,false,false,gluten,
햄버거번,processed.bread,false,false,gluten,
핫도그빵,processed.bread,false,false,gluten,
만두,processed.othproc,false,false,gluten,
물만두,processed.othproc,false,false,gluten,
왕만두,processed.othproc,false,false,gluten,만두와 다른 재료
군만두,processed.othproc,false,false,gluten,
라이스페이퍼,processed.othproc,false,false,,
건포도,processed.othproc,false,false,,
크래커,processed.othproc,false,false,gluten,
시리얼,processed.othproc,false,false,gluten,
젤라틴,processed.othproc,false,false,,
한천,processed.othproc,false,false,,
베이킹파우더,processed.othproc,false,false,,없으면 실제로 못 만듦
베이킹소다,processed.othproc,false,false,,없으면 실제로 못 만듦
이스트,processed.othproc,false,false,,
초콜릿,processed.othproc,false,false,dairy,
코코아파우더,processed.othproc,false,false,,
간장,season.jang,true,true,soy,부류 미상 통칭
진간장,season.jang,true,true,soy,국간장과 대체 불가
국간장,season.jang,true,true,soy,조선간장이라고도 함
양조간장,season.jang,true,true,soy,
맛간장,season.jang,false,true,soy,
된장,season.jang,true,true,soy,
고추장,season.jang,true,true,soy,
쌈장,season.jang,false,true,soy,
춘장,season.jang,false,true,soy,중식 시그니처 재료
초고추장,season.jang,false,true,soy,
청국장,season.jang,false,true,soy,
미소된장,season.jang,false,true,soy,일식 시그니처 재료
소금,season.sweetsalt,true,true,,
굵은소금,season.sweetsalt,true,true,,
맛소금,season.sweetsalt,false,true,,
꽃소금,season.sweetsalt,true,true,,
천일염,season.sweetsalt,false,true,,
설탕,season.sweetsalt,true,true,,
흑설탕,season.sweetsalt,false,true,,설탕과 별개
황설탕,season.sweetsalt,false,true,,
올리고당,season.sweetsalt,true,true,,
물엿,season.sweetsalt,true,true,,
조청,season.sweetsalt,false,true,,
꿀,season.sweetsalt,false,true,,
매실청,season.sweetsalt,false,true,,
알룰로스,season.sweetsalt,false,true,,
식초,season.vinegar,true,true,,
사과식초,season.vinegar,false,true,,
현미식초,season.vinegar,false,true,,
발사믹식초,season.vinegar,false,true,,
레몬즙,season.vinegar,false,true,,
맛술,season.vinegar,true,true,,
미림,season.vinegar,false,true,,일식 시그니처 재료
청주,season.vinegar,false,true,,
소주,season.vinegar,false,true,,
화이트와인,season.vinegar,false,true,,
레드와인,season.vinegar,false,true,,
맥주,season.vinegar,false,true,,
식용유,season.oil,true,true,,
카놀라유,season.oil,false,true,,
포도씨유,season.oil,false,true,,
올리브유,season.oil,true,true,,양식 시그니처 재료
참기름,season.oil,true,true,sesame,들기름과 대체 불가
들기름,season.oil,false,true,sesame,참기름과 대체 불가
고추기름,season.oil,false,true,,
코코넛오일,season.oil,false,true,,
고춧가루,season.powder,true,true,,한식 시그니처 재료
굵은고춧가루,season.powder,false,true,,
고운고춧가루,season.powder,false,true,,
후추,season.powder,true,true,,
통후추,season.powder,false,true,,
백후추,season.powder,false,true,,
카레가루,season.powder,false,true,,
강황가루,season.powder,false,true,,
계피가루,season.powder,false,true,,
파프리카가루,season.powder,false,true,,
마늘가루,season.powder,false,true,,
양파가루,season.powder,false,true,,
겨자가루,season.powder,false,true,,
산초가루,season.powder,false,true,,
화자오,season.powder,false,true,,중식 시그니처 재료
다진마늘,season.minced,true,true,,통마늘과 대체 불가한 별도 재료
다진생강,season.minced,false,true,,
다진파,season.minced,false,true,,
생강즙,season.minced,false,true,,
케첩,season.sauce,true,true,,
마요네즈,season.sauce,true,true,egg,
머스타드,season.sauce,false,true,,
홀그레인머스타드,season.sauce,false,true,,
굴소스,season.sauce,true,true,shellfish,중식 시그니처 재료
두반장,season.sauce,false,true,soy,중식 시그니처 재료
스리라차,season.sauce,false,true,,
타바스코,season.sauce,false,true,,
돈까스소스,season.sauce,false,true,,
우스터소스,season.sauce,false,true,,
피시소스,season.sauce,false,true,fish,동남아 시그니처 재료
스위트칠리소스,season.sauce,false,true,,동남아 시그니처 재료
칠리소스,season.sauce,false,true,,
데리야끼소스,season.sauce,false,true,soy,
바베큐소스,season.sauce,false,true,,
타르타르소스,season.sauce,false,true,egg,
폰즈소스,season.sauce,false,true,soy,일식 시그니처 재료
다시다,season.broth,true,true,,
미원,season.broth,false,true,,
치킨스톡,season.broth,false,true,,
소고기다시다,season.broth,false,true,,
멸치다시팩,season.broth,false,true,fish,
사골육수,season.broth,false,true,,
멸치육수,season.broth,false,true,fish,
채수,season.broth,false,true,,
바질,season.herb,false,true,,양식 시그니처 재료
오레가노,season.herb,false,true,,양식 시그니처 재료
로즈마리,season.herb,false,true,,
파슬리,season.herb,false,true,,
타임,season.herb,false,true,,
월계수잎,season.herb,false,true,,
큐민,season.herb,false,true,,
넛맥,season.herb,false,true,,
팔각,season.herb,false,true,,
고수,season.herb,false,true,,동남아 시그니처 재료
딜,season.herb,false,true,,
민트,season.herb,false,true,,
레몬그라스,season.herb,false,true,,동남아 시그니처 재료
낫토,processed.othproc,false,false,soy,일식 시그니처 재료
유자청,season.sweetsalt,false,true,,일식 시그니처 재료
노두유,season.jang,false,true,soy,중식 시그니처 재료
마가린,season.oil,false,true,,버터와 대체 불가
물,water,true,false,,🔴 is_staple — 모두가 갖고 있다. essential_ids 에서 빠져야 '물이 없어 못 만든다' 가 안 생긴다
생수,water,true,false,,
정수물,water,true,false,,
수돗물,water,true,false,,
찬물,water,true,false,,
냉수,water,true,false,,
뜨거운물,water,true,false,,
온수,water,true,false,,
끓는물,water,true,false,,
미지근한물,water,true,false,,
얼음,water,true,false,,
밥,agri.grain.rice,true,false,,쌀의 조리 상태. 쌀이 staple 이라 같은 처지를 물려받는다
참치액,processed.jeotgal,false,true,fish,멸치액젓 선례. 참치액젓과 동일물로 표제어 통합 검토
생강가루,season.powder,false,true,,
쌀뜨물,water,true,false,,쌀을 씻으면 나온다. 쌀이 staple 이라 같은 처지
버섯,agri.mushroom,false,false,,부류 미상 통칭
생강술,season.vinegar,false,true,,잡내 제거용 술. 맛술·청주 계열
육수,season.broth,false,true,fish,베이스 미상 통칭. 멸치 기반 가정으로 fish 를 붙였다 — 사람 확인 필요
김치국물,processed.kimchi,false,false,shellfish,배추김치에서 shellfish 를 물려받는다(젓갈)
토마토소스,processed.canned,false,false,,토마토페이스트·토마토홀 선례. 파스타의 주재료라 seasoning 으로 빼지 않는다
견과류,agri.nutseed.nuts,false,false,nut,부류 미상 통칭
양상추,agri.veg.leafy,false,false,,
연겨자,season.sauce,false,true,,튜브형 겨자. 겨자가루(season.powder) 와 형태가 다름
참치액젓,processed.jeotgal,false,true,fish,멸치액젓 선례. 참치액과 동일물로 표제어 통합 검토
허브솔트,season.sweetsalt,false,true,,소금 기반 혼합 조미료. 맛소금 선례
떡,processed.tteok,false,false,,부류 미상 통칭
쯔유,season.jang,false,true,fish,간장+가쓰오 베이스. soy 는 season.jang 전개로  fish 는 컬럼으로 이중 확보
다시마육수,season.broth,false,true,,다시마만이면 allergen 없음. 멸치 혼합 표기면 fish — 원문 확인 필요
초코칩,processed.othproc,false,false,dairy,초콜릿 선례
와사비,season.sauce,false,true,,튜브형 고추냉이
순대,processed.meatproc,false,false,,당면 기반이라 gluten 아님
스테이크소스,season.sauce,false,true,,우스터소스 선례로 allergen 공란. 제품에 따라 fish(앤초비) 가능
봄동,agri.veg.leafy,false,false,,
무순,agri.veg.leafy,false,false,,무 새싹. 무(agri.veg.root) 와 별개
김칫국물,processed.kimchi,false,false,shellfish,김치국물과 같은 것 — 표제어 통합 검토
어린잎채소,agri.veg.leafy,false,false,,샐러드용 베이비리프 통칭
매운고추,agri.veg.pepper,false,false,,부류 미상 통칭. 청양고추 계열
생강청,season.sweetsalt,false,true,,
딸기잼,season.sweetsalt,false,true,,processed.othproc + is_seasoning=false 도 검토 여지 있음
핫소스,season.sauce,false,true,,
땅콩버터,agri.nutseed.nuts,false,false,nut,땅콩 가공품. 들깨가루 선례로 원물 카테고리 유지
꼬막,seafood.shellfish,false,false,shellfish,
멸치 다시마 육수,season.broth,false,true,fish,공백 포함 표기 — 멸치다시마육수와 통합 검토
연두,season.jang,false,true,soy,콩 발효 액상 조미료. 국간장·소금 대체 용도
사이다,season.sweetsalt,false,true,,갈비찜·무침 단맛용 탄산음료
아몬드슬라이스,agri.nutseed.nuts,false,false,nut,
다시육수,season.broth,false,true,fish,멸치·다시마 기반 통칭. 채수 기반이면 fish 아님
만두피,processed.othproc,false,false,gluten,만두와 별개 재료
다시마물,season.broth,false,true,,다시마만 우린 물이라 fish 아님
멸치다시육수,season.broth,false,true,fish,
참나물,agri.veg.namul,false,false,,
바닐라 익스트랙,season.herb,false,true,,제과용 향료. 바닐라에센스와 같은 취급
핫케이크가루,agri.grain.wheat,false,false,gluten,제품에 따라 우유·달걀 성분 포함 가능. allergen 칸이 하나라 gluten 우선
코인육수,season.broth,false,true,fish,제품별로 채수·사골 기반도 있음. 멸치 기반 가정
허니머스타드,season.sauce,false,true,egg,마요네즈 베이스 제품 기준. 겨자만으로 만든 제품이면 egg 아님
쫄면,processed.noodle,false,false,gluten,
라면스프,season.broth,false,true,soy,제품별로 밀·새우·우유도 흔함. allergen 칸 하나로는 부족해 사람 확인 필요
곤약,processed.tofu,false,false,,도토리묵과 같은 전분 응고물
면수,water,false,true,,면을 삶아야 생기는 부산물. 면이 이미 관문이라 필수로 둘 이유가 없다. gluten 은 면이 진다
꽁치통조림,processed.canned,false,false,fish,생물 꽁치와 별개
냉면육수,season.broth,false,true,,제품에 따라 간장(대두·밀) 포함 가능. 확인 필요
돼지등뼈,meat.pork,false,false,,감자탕용 부위
미역줄기,seafood.seaweed,false,false,,미역과 다른 부위. 대개 염장품
파뿌리,agri.veg.stem,false,false,,대파 뿌리. 육수용
원당,season.sweetsalt,false,true,,
새싹채소,agri.veg.leafy,false,false,,무순 등 샐러드용 새싹 통칭
다시마 멸치육수,season.broth,false,true,fish,멸치다시육수와 같은 것. 표기 병합 검토
바닐라에센스,season.herb,false,true,,바닐라 익스트랙과 같은 취급
해바라기유,season.oil,false,true,,
메이플시럽,season.sweetsalt,false,true,,
딸기쨈,processed.othproc,false,false,,딸기잼 표기 흔들림. 표준형과 병합 검토
커피가루,processed.othproc,false,false,,인스턴트 커피·분쇄 원두 통칭
두유,processed.othproc,false,false,soy,우유 대체용. 두부류가 아니라 othproc
커피,processed.othproc,false,false,,원두·인스턴트·내린 커피 중 무엇인지 불명. 커피가루와 병합 검토
스트링치즈,dairy.cheese,false,false,dairy,
